,date,title,intro,body,category
359,سه‌شنبه ۲۷ اردیبهشت ۱۴۰۱ - ۱۵:۳۳,حمله ماسک به سران توییتر | ثابت نکنید، ارزان‌تر می‌خرم,ایلان ماسک امروز (سه‌شنبه) گفت، پیشنهاد ۴۴ میلیارد دلاری او تا زمانی که توییتر نتواند ثابت کند که روبات‌های جعلی کمتر از ۵ درصد از کل کاربرانش را تشکیل می‌دهد، اعتبار نخواهد داشت.,"به گزارش همشهری آنلاین و به نقل از خبرگزاری رویترز، ماسک در توییتی نوشت: «پیشنهاد من بر اساس دقیق بودن پرونده‌های SEC توییتر بود. مدیرعامل توییتر علنا از نشان دادن مدرک کمتر از ۵ درصد خودداری کرد.»
ماسک پس از توقف پیشنهاد خود در هفته گذشته، در انتظار اطلاعات مربوط به حساب‌های اسپم است و می‌گوید که گمان می‌کند، دست‌کم ۲۰ درصد از کاربران را حساب‌های جعلی و روبات‌ها تشکیل داده‌اند. این درحالی است که توییتر این رقم را تنها ۵ درصد عنوان کرده است.
او روز دوشنبه در کنفرانس All-In Summit 2022 در میامی گفت: «شما نمی‌توانید برای چیزی که بسیار بدتر از آنی است که آنها درباره‌اش ادعا می‌کردند، همان قیمت را بپردازید.»
ماسک در این کنفرانس در پاسخ به این پرسش که آیا معامله توییتر با قیمت متفاوتی قابل اجرا است یا خیر، گفت: «منظورم این است که دور از ذهن نیست. هر چه سوالات بیشتری بپرسم، نگرانی‌های من هم بیشتر می‌شود. آنها ادعا می‌کنند که روش پیچیده‌ای را دارند که فقط خودشان می‌توانند آن را درک کنند. این نمی‌تواند رازی عمیق‌تر و پیچیده‌تر از روح انسان یا چیزی شبیه به آن باشد.»
سهام این شرکت شبکه‌های اجتماعی در روز دوشنبه بیش از ۸ درصد کاهش یافت و به ۳۷.۳۹ دلار بسته شد که کمتر از سطح آن در روز قبل از افشای سهام توییتر ماسک در اوایل آوریل بود.
پاراگ آگراوال، مدیرعامل توییتر هم روز دوشنبه در توییتی در پاسخ به انتقادات چند روزه ماسک از مدیریت این شرکت اعلام کرد که برآوردهای داخلی حساب‌های اسپم در پلتفرم رسانه‌های اجتماعی در چهار فصل گذشته خیلی کمتر از ۵ درصد بوده است.
بیشتر بخوانید:

دعوای حقوقی جدید ایلان ماسک و توییتر | اتهام سنگین به خریدار

محققان مستقل تخمین زده‌اند که از ۹ تا ۱۵ درصد از میلیون‌ها حساب‌های توییتر را روبات‌ها هستند. ربات‌های اسپم یا حساب‌های جعلی برای دستکاری یا افزایش مصنوعی فعالیت در پلتفرم‌های رسانه‌های اجتماعی مانند توییتر طراحی شده‌اند.
توییتر در حال حاضر کاربران را ملزم به ثبت‌نام با استفاده از هویت واقعی خود نمی‌کند و صراحتا به پروفایل‌های خودکار، تقلید آمیز و مستعار اجازه فعالیت می‌دهد.",['فناوری اطلاعات']
360,سه‌شنبه ۲۷ اردیبهشت ۱۴۰۱ - ۱۵:۱۲,ذائقه مردم را با دولت هوشمند شیرین می‌کنیم,محمد خوانساری، رییس سازمان فناوری اطلاعات گفت: «این سازمان با بسترسازی مناسب جهت ارایه خدمات دولت هوشمند، درصدد شیرین کردن ذائقه مردم با فناوری است.»,"به گزارش همشهری آنلاین و به نقل از روابط عمومی سازمان فناوری اطلاعات ایران، او در مراسم «افتتاح پروژه‌های وزارت ارتباطات و فناوری اطلاعات» که به مناسبت روز جهانی ارتباطات در پژوهشگاه ارتباطات و فناوری اطلاعات برگزار شد، ضمن قدردانی از اداره‌های روابط عمومی سازمان‌ها بابت نقش موثری که در برقراری ارتباط میان مسولان و مردم ایفا می‌کنند، به محورهای کلی فعالیت سازمان فناوری اطلاعات ایران اشاره و بیان کرد: «سازمان فناوری اطلاعات ایران با بسترسازی مناسب جهت ارایه خدمات دولت هوشمند، درصدد شیرین کردن ذائقه مردم با فناوری است و این مهم از طریق اهداف شبکه ملی اطلاعات در طرح کلان و معماری شبکه ملی اطلاعات و سند تحول دولت مردمی که توسط رییس جمهور ابلاغ شد، تحقق می‌یابد. رویکرد سازمان فناوری اطلاعات ایران در تحقق دولت هوشمند، دولت به مثابه سکو یا پلتفرم است که به بازطراحی این خدمات اعم از خدمات دولت به دولت، دولت به مردم و دولت به کسب و کارها می‌پردازد. دولت به مثابه سکو، در واقع به فناوری دولتی (government technology) اشاره دارد که طی آن دولت به صورت کارا، خدمات خود را از طریق پلتفرم ارایه می‌دهد.»
معاون وزیر ارتباطات بر ایجاد فرصت‌های برابر برای بخش خصوصی تاکید کرد و گفت: «رویکرد سازمان فناوری اطلاعات در توسعه خدمات، مبتنی بر ایجاد فرصت‌سازی یکسان از طریق ارایه خدمات پایه دولت برای بخش خصوصی است که راه‌اندازی اپراتور خدمات رسان در سال جاری این امکان را فراهم می‌سازد تا بخش خصوصی از طریق خدمات پایه و خدمات ترکیبی، به شکلی منسجم از طریق یک پنجره واحد بتواند اطلاعات مورد نیاز خود را به‌دست آورد.»
خوانساری با اشاره به شعار اتحادیه جهانی مخابرات در سال ۲۰۲۲ مبنی بر «فناوری‌های دیجیتال برای سالمندان و سالمندی سالم» تصریح کرد: «ارایه خدمات مبتنی بر فناوری برای سالمندان در کشور، بازار بسیار بکر و دست نخورده‌ای است که صرفه اقتصادی قابل توجهی برای استارت‌اپ‌ها دارد. پایش‌های صورت گرفته در این زمینه نشان می‌دهد، به شرکت‌ها، دانشگاه‌ها و مجموعه‌های فعال استارت‌اپی توصیه کنیم با توجه به ظرفیت مناسب ارایه خدمات مبتنی بر فناوری اطلاعات برای سالمندان در کشور بر روی این بازار سرمایه‌گذاری کنند که توجیه لازم از نظر اقتصادی را داراست. علاوه بر صرفه اقتصادی، از منظر اجتماعی نیز حمایت از تولید محصولات نوآورانه، نقش قابل ملاحظه‌ای را در کاهش هزینه‌های همه جانبه سالمندی ایفا می‌کند.»
او خاطرنشان کرد: «در حال حاضر میانگین کارآفرینان برتر جهان حدود ۴۵ سال است که با توجه به وجود تهدید سالمندی در دنیا، هدایتگران این حوزه در سال‌های آینده را تشکیل می‌دهند.»",['فناوری اطلاعات']
361,سه‌شنبه ۲۷ اردیبهشت ۱۴۰۱ - ۱۵:۰۷,به‌روزرسانی جدید اپل رسید | ویژگی‌های جدید برای آیفون و آی‌پد,امروز اپل دستگاه‌های تلفن همراه خود را به ترتیب به iOS 15.5 (برای آیفون) و iPadOS 15.5 (برای آی‌پد) به‌روز کرده است.,"به گزارش همشهری آنلاین و به نقل از وب‌سایت جی‌اس‌ام آرنا، همانطور که افزایش ۰.۱ نشان می‌دهد، این یک به‌روزرسانی بزرگ نیست، اما هنوز هم می‌تواند چندین ویژگی جدید را در خود جای دهد.
ابتدا، اپلیکیشن Wallet کنونی، مشتریان Apple Cash را قادر می‌سازد تا از کارت Apple Cash خود پول ارسال و درخواست کنند. دوم، برنامه Apple Podcasts شامل یک تنظیم جدید برای محدود کردن قسمت‌های ذخیره‌شده در دستگاه شما و حذف خودکار قسمت‌های قدیمی‌تر است.
علاوه بر این، مشکلی که در آن اتوماسیون‌های خانگی ممکن است در هنگام ورود یا خروج افراد فعال شوند، از کار بیفتند، اکنون برطرف شده است. بیش از ۲۵ اصلاح امنیتی در این نسخه جدید نیز وجود دارد که هیچ یک از آنها به‌طور فعال در دانش اپل مورد بهره‌برداری قرار نگرفته است، اما همچنان اگر می‌خواهید منطق «احتیاط شرط عقل است» را اعمال کنید، باید در اسرع وقت به‌روزرسانی را در نظر بگیرید.
به‌روزرسانی باید پیش‌تر توسط آیفون یا آی‌پد شما اعلام شده باشد، اما در غیر این صورت، همیشه می‌توانید به تنظیمات بروید و به‌صورت دستی آن را بگیرید.
بیشتر بخوانید:

پورت USB-C برای آیفون‌های آینده | اپل تسلیم اتحادیه اروپا شد

این عرضه اپل خوشبختانه مرحله‌بندی نشده است؛ بنابراین نرم‌افزار جدید در حال حاضر برای همه کسانی که آن را می‌خواهند در دسترس خواهد بود.",['فناوری اطلاعات']
362,سه‌شنبه ۲۷ اردیبهشت ۱۴۰۱ - ۱۳:۲۸,نکاتی برای عکاسی حرفه‌ای با nova ۹ SE هوآوی,گوشی نوا ۹ اس ای یکی از جدیدترین گوشی‌های تلفن همراه هوآوی است که در بازارهای داخلی ایران به صورت رسمی موجود شده است. هوآوی برای اولین بار در یک گوشی میان‌رده از دوربین اصلی ۱۰۸ مگاپیکسلی استفاده کرده و نوا ۹ اس ای را به گزینه‌ای ایدئال برای عکاسی با گوشی موبایل تبدیل کرده است.,"ما در این گوشی شاهد یک ماژول چهارگانه دوربین هستیم که از ترکیب سنسور اصلی ۱۰۸ مگاپیکسلی، دوربین عکاسی عریض ۸ مگاپیکسلی، دوربین ماکرو ۲ مگاپیکسلی و دوربین عمق سنج ۲ مگاپیکسلی تشکیل شده است. دوربین سلفی این گوشی هم ۱۶ مگاپیکسلی است. اما در این مطلب قصد داریم فارغ از مشخصات سخت افزاری، به قابلیت‌های عکاسی و فیلم‌برداری گوشی نوا ۹ اس ای بپردازیم.
قابلیت فیلم‌برداری همزمان با دو دوربین یا Vlog
بدون شک یکی از جذابترین قابلیت‌های نوا ۹ اس ای امکان فیلم‌برداری Vlog یا حالت Dual View است. با استفاده از این قابلیت می‌توانید به صورت همزمان دو عدد از دوربین‌های این گوشی را فعال کنید. این دو دوربین می‌توانند دوربین اصلی و دوربین عریض باشند یا دوربین اصلی و دوربین سلفی. هر کدام از این دو حالت هم کاربردهای متفاوتی خواهند داشت. فرض کنید قصد دارید محتوای تصویری ویدیویی تولید کنید و می‌خواهید در لحظه هم فضای کلی را به بیننده ویدیو نشان دهید و هم روی سوژه خاصی تمرکز کنید و به صورت خاص درباره آن صحبت کنید. برای این کار می‌توانید دوربین اصلی و دوربین عریض را باهم فعال کنید. حتی می‌توانید دوربین اصلی را در سه مرحله زوم کنید تا کاملا روی سوژه مورد نظرتان تمرکز داشته باشید. در حالت دیگر می‌توانید دوربین اصلی را با دوربین سلفی فعال کنید تا بیینده علاوه بر محیط، بتواند در لحظه تصویر خود شما را هم مشاهده کند و به صحبت‌های‌تان گوش داده و عکس‌العمل‌هایتان را ببینند. این ویژگی راه‌های بسیاری را برای تولید محتواهای تصویری خلاقانه در اختیار شما خواهد گذاشت.


عکاسی حرفه ای در حالت Pro
بیشتر مواقع در هنگام عکاسی از تنظیمات خودکار گوشی استفاده می‌کنیم و تمامی تنظیمات را به هوش مصنوعی واگذار می‌کنیم. اما اگر بخواهید کمی حرفه‌ای تر و مطابق با سلیقه‌تان عکاسی کنید، شاید تنظیمات خودکار تمام انتظاراتان را برآورده نکند. اینجاست که حالت حرفه‌ای یا Pro نوا ۹ اس ای به کارتان خواهد آمد. در این حالت می‌توانید به صورت دستی میزان ISO، شدت روشنایی عکس، میزان تمرکز روی سوژه‌ها، نقطه فوکوس دوربین و کنتراست را تنظیم کنید و عکس‌های متفاوتی را به ثبت برسانید. برای مثال می‌توانید یک کادر معمولی از جنگل را به تصویر تاریک و محو تبدیل کنید یا به فضای پر از رنگ‌های شاداب با شدت تابش زیاد نور خورشید.

عکاسی در حالت‌های Super Macro و High-Res
برای ثبت تصاویر با کیفیت بالاتر با کادربندی عادی و ماکرو می‌توانید از دو قابلیت High-res و Super Macro استفاده کنید. در حالت High-Res تمامی تنظیمات به صورت خودکار انجام می‌شوند اما شما می‌توانید تصاویری با جزئیات بالاتر و البته حجم حدودا سه تا چهار برابری یک عکس معمولی به ثبت برسانید. این تصاویر می‌توانند برای چاپ روی کاغذ عکس یا شاسی مناسب باشند. همین خاصیت برای عکس‌های Super Macro هم وجود دارد و با استفاده از این قابلیت می‌توانید دوربین گوشی را تا فاصله ۴ سانتی‌متری به سوژه نزدیک کنید و عکس‌های جذابی را از اجسام بگیرید.

عکاسی از چهره‌ها و اجسام
زمانی که قصد دارید از چهره افراد یا اجسام خاص عکاسی کنید، محو کردن پس‌زمینه می‌تواند راه خوبی برای نمایان کردن آن سوژه باشد. به ترتیبی که نظر بیننده عکس تنها به آنچه شما می‌خواهید جلب می‌شود و به سراغ دیگر اجسام و جزئیات نخواهد رفت. برای این نوع از عکاسی می‌توانید از قابلیت Portrait برای عکاسی چهره انسان‌ها و Aperture برای عکاسی از اجسام استفاده کنید. در هر دو حالت می‌توانید به صورت دستی هم میزان محو شدن پس‌زمینه را تنظیم کنید تا به نتایج مطلوب‌تری دست پیدا کنید.

عکاسی در شب
در زمان تاریکی شب می‌توان عکس‌های جذابی را از محیط‌های شهری یا طبیعت خلق کرد. برای این کار می‌توانید از قابلیت عکاسی Night Mode هوآوی نوا ۹ اس ای استفاده کنید. در این حالت گوشی شما چند عکس با میزان نورهای مختلف گرفته و آنها را با استفاده از هوش مصنوعی روی هم سوار کرده و بهترین شرایط نوری را ایجاد می‌کند. به ترتیبی که نقاط تاریک روشن‌تر نمایش داده شوند و در عین حالت نقاط روشن و نور چراغ‌ها هم دچار سوختگی نشوند. البته در نظر داشته باشید که برای ثبت تصاویر بدون لرزش و نویز در حالت Night Mode استفاده از سه‌پایه عکاسی را توصیه می‌کنیم.


در پایان، نوا ۹ اس ای این امکان را به شما می‌دهد که با یک گوشی میان‌رده عکاسی موبایلی در حد قابل قبولی را انجام دهید و از امکانات عکاسی مختلفی بهره‌مند شوید. برای مشاهده جزئیات بیشتر و خرید این محصول می‌توانید از طریق این لینک اقدام فرمایید.","['بازار', 'داخلی']"
363,سه‌شنبه ۲۷ اردیبهشت ۱۴۰۱ - ۱۱:۲۸,ضربه‌ای که دورکاری به شرکت‌ها وارد می‌کند | مراقب این کارمندان باشید,مقامات ایالات متحده به مشاغل، نسبت به استخدام سهوی کارکنان فناوری اطلاعات از کره‌شمالی هشدار داده و گفته‌اند که برنامه‌نویسان مستقل از فرصت‌های دورکاری برای مخفی کردن هویت واقعی خود و کسب درآمد برای پیونگ یانگ استفاده می‌کنند.,"به گزارش همشهری آنلاین و به نقل از خبرگزاری رویترز، در مشاوره‌ای که توسط وزارت امور خارجه، خزانه‌داری و FBI صادر شد، ایالات متحده اعلام کرد که هدف از این تلاش دور زدن تحریم‌های ایالات متحده و سازمان ملل و کسب پول برای برنامه‌های تسلیحات هسته‌ای و موشک‌های بالستیک کره‌شمالی است.
در این توصیه نامه آمده است: «هزاران کارمند فناوری اطلاعات کره‌شمالی وجود دارند که هم به خارج از کشور اعزام می‌شوند و هم در داخل کره‌شمالی مستقر هستند و درآمدی ایجاد می‌کنند که به دولت این کشور بازگردانده می‌شود. این کارکنان فناوری اطلاعات از تقاضاهای موجود برای مهارت‌های خاص فناوری اطلاعات، مانند توسعه نرم‌افزار و برنامه‌های کاربردی تلفن همراه، برای دریافت قراردادهای شغلی آزاد از مشتریان در سراسر جهان، از جمله در آمریکای شمالی، اروپا و آسیای شرقی استفاده می‌کنند.»
در این مشاوره آمده است که بسیاری از کارکنان کره‌شمالی وانمود می‌کنند که اهل کره‌جنوبی، ژاپن یا سایر کشورهای آسیایی هستند. مجموعه‌ای از پرچم‌های قرمز که کارفرمایان باید مراقب آن باشند؛ از جمله امتناع از شرکت در تماس‌های ویدیویی و پاسخ مثبت به درخواست برای دریافت و یا پرداخت‌ها با ارز مجازی.
مقامات آمریکایی گفتند که این‌گونه کارمندان کره‌شمالی بیشتر در چین و روسیه مستقر هستند و تعداد کمتری از آفریقا و آسیای جنوب شرقی فعالیت می‌کنند. آنها گفتند که بیشتر پولی که آنها به دست می‌آورند توسط دولت کره‌شمالی گرفته می‌شود.
بیشتر بخوانید:

مردم کره‌شمالی سیستم‌های امنیتی را دور می‌زنند | اتصال به اینترنت جهانی با هک کردن گوشی

این مقامات همچنین گفتند که شرکت‌هایی که چنین کارگرانی را استخدام کرده و حقوق می‌دهند ممکن است خود را در معرض عواقب قانونی نقض تحریم‌ها قرار دهند.",['فناوری اطلاعات']
364,سه‌شنبه ۲۷ اردیبهشت ۱۴۰۱ - ۰۸:۱۰,تلاش رمزارزها برای فرار از بحران | صندوق پشتیبان UST سه میلیارد دلار بیت‌کوین فروخت,صندوق پشتیبان رمزارز UST اعلام کرد تقریباً تمام بیت‌کوین موجود ذخیره خود معادل سه میلیارد دلار را هفته گذشته در تلاش برای جلوگیری از سقوط این استیبل‌کوین خرج کرده است.,"به‌گزارش همشهری آنلاین به نقل از سی‌ان‌بی‌سی‌، صندوق پشتیبان رمزارز UST اعلام کرد حدود ۸۰ هزار بیت‌کوین جمع‌آوری شده‌اش که هفته گذشته ارزشی حدود سه میلیارد دلار داشت را در تلاشی بی‌ثمر برای نجات این رمزارز فروخته است. بیت‌کوین ذخیره و پشتیبان رمزارز UST به‌حساب می‌آید.
رمزارز TerraUSD که به‌اختصار UST هم نامیده می‌شود، یک استیبل‌کوین (Stablecoin) یا رمزارز باثبات مانند تتر است. استیبل‌کوین‌ها نوعی از رمزارزها هستند که از روش‌های مختلفی برای ثابت نگه‌داشتن ارزش‌ آنها استفاده می‌شود. استیبل‌کوین‌ها نوسانات کمتری نسبت به سایر رمزارزها دارند و معمولا به یک دارایی ثابت وابسته هستند. قیمت این رمزارزها به رمزارزهای دیگر، فلزات گران‌بها و یا سایر دارایی‌ها مرتبط است.
بیشتر بخوانید:

بیت‌کوین آینده‌ای ندارد | عقیده نگران‌کننده مدیرعامل یک صرافی دیجیتال

بازار رمزارزها در هفته گذشته با سقوط بی‌سابقه‌ای مواجه بوده است. بیت‌کوین با رسیدن به قیمت حدود ۲۶ هزار دلار، بیشترین کاهش از سال ۲۰۲۰ را تجربه کرده است و ارزش سایر رمزارزها نیز کاهش چشم‌گیری داشته است.",['فناوری اطلاعات']
365,دوشنبه ۲۶ اردیبهشت ۱۴۰۱ - ۱۸:۲۵,ایجاد محدودیت برای حضور ترامپ در شبکه‌های اجتماعی | قراردادی که رئیس‌ جمهوری پیشین آن را امضا کرده است,بر اساس اسناد نظراتی با شرکت مادر گروه رسانه و فناوری ترامپ، رئیس‌جمهوری پیشین آمریکا تا حدی مجبور است خود را در رسانه‌های اجتماعی محدود کند، حتی اگر ایلان ماسک ممنوعیت او در توییتر را لغو کند.,"به گزارش همشهری آنلاین و به نقل از سی‌ان‌بی‌سی، ترامپ موظف است ابتدا در Truth Social، شبکه اجتماعی جدیدی که از آن حمایت می‌کند، چیزی را پست کند و نمی‌تواند به مدت ۶ ساعت همان محتوا را در یک سایت رسانه اجتماعی دیگر نشر دهد. پس از ۶ ساعت، او مجاز خواهد بود بر اساس قرارداد، در هر سایتی که به آن دسترسی دارد، مطلبی را پست کند.
این سیاست ۶ ساعته بیشتر بر استفاده ترامپ از توییتر تأثیر می‌گذارد؛ البته اگر به او اجازه داده شود تحت مالکیت احتمالی ماسک به این پلتفرم بازگردد.
در این پرونده افزوده شده است که ترامپ همچنان آزاد است در هر زمانی از یک حساب شخصی درباره پیام‌های سیاسی، جمع‌آوری کمک‌های سیاسی یا تلاش‌های برای خروج از رای در هر پلتفرمی پست بگذارد که می‌تواند در صورت نامزدی در انتخابات ۲۰۲۴ به او آزادی عمل بدهد.
Digital World Acquisition قراردادی برای تصاحب گروه رسانه و فناوری ترامپ که مالک Truth Social است، دارد.
توییتر در ژانویه ۲۰۲۱ به دنبال حمله هواداران به ساختمان کنگره آمریکا، ترامپ را برای همیشه از این پلتفرم تعلیق کرد. این شرکت گفت که این تصمیم را پس از شورش ۶ ژانویه به دلیل خطر تحریک بیشتر خشونت گرفته است.
ترامپ یک توییترباز قهار بود و در آن زمان بیش از ۸۰ میلیون دنبال کننده در این پلتفرم داشت.
بیشتر بخوانید:

نظر ترامپ درباره بازگشت به توییتر | رئیس‌ جمهوری پیشین آمریکا درباره ایلان ماسک چه گفت؟

او گفته است که حتی اگر دعوت شود به توییتر بازنخواهد گشت، اما سی‌ان‌بی‌سی پیش‌تر گزارش داده بود که برخی از نزدیکان او می‌گویند که انتظار دارند ترامپ در هر صورت به این پلتفرم بازگردد.",['فناوری اطلاعات']
366,دوشنبه ۲۶ اردیبهشت ۱۴۰۱ - ۱۷:۱۰,ایرپاد و شارژر مگ‌سیف با پورت USB-C | محصولات اپل با بازار جهانی هماهنگ خواهند شد,شرکت اپل در آینده قابل پیش‌بینی محصولات جدیدش از جمله ایرپاد و شارژر مگ‌سیف را با پورت USB-C روانه بازار خواهد کرد.,"به‌گزارش همشهری آنلاین به نقل از گیزموچینا، در سال‌های اخیر اغلب شرکت‌های حوزه فناوری اطلاعات استفاده از پورت‌  USB-C را به‌عنوان یک قاعده جهانی پذیرفته‌اند و حال به نظر می‌رسد شرکت اپل هم مقاومت در برابر پذیرش این استاندارد را کنار خواهد گذاشت. شرکت اپل پیش از این از پورت لایتنینگ برای محصولات خود استفاده می‌کرد.
اخیرا گزارشی منتشر شد مبنی بر اینکه شرکت اپل در حال آزمایش استفاده از پورت USB-C به‌جای لایتنینگ در گوشی‌های آیفون است. اکنون خبر رسیده که تغییر رویکرد شرکت اپل دامنه وسیع‌تری دارد و شامل محصولات بیشتری نیز می‌شود. محصولات جدید شامل ایرپادها، صفحه کلید جادویی، ترک‌پد، موشواره و شارژر مگ‌سیف جدید هستند.
بیشتر بخوانید:

پورت USB-C برای آیفون‌های آینده | اپل تسلیم اتحادیه اروپا شد

اخبار مربوط به این تغییرات هنوز در حد گمانه‌زنی هستند و زمان دقیق اعمال آنها مشخص نیست. به‌نظر می‌رسد شرکت اپل تغییر از پورت لایتنینگ به USB-C را با آرامی و به‌تدریج انجام دهد.",['فناوری اطلاعات']
367,دوشنبه ۲۶ اردیبهشت ۱۴۰۱ - ۱۵:۳۴,پیشرفت بی‌سر و صدای چین در عرصه بلاک‌چین‌ها | از دید شی جین‌پینگ اولویت اصلی است,شی جین‌پینگ، رییس‌جمهوری چین باور دارد که کشورش باید از فرصت‌های ارائه شده توسط فناوری بلاک‌چین بهره ببرد.,"به گزارش همشهری آنلاین و به نقل از سی‌ان‌بی‌سی، زمانی که «شی جین‌پینگ»، رییس‌جمهوری چین در سال ۲۰۱۹ در یک سخنرانی خود بلاک‌چین‌ها را به عنوان موفقیتی بزرگ در عرصه نوآوری مستقل فناوری‌های اصلی و مهم توصیف کرد، این موضوع به یک اولویت اصلی ملی کشور در عرصه فناوری‌های خط مقدم رقابت با آمریکا نظیر نیمه‌هادی‌ها تبدیل شد و از آن موقع چین در تلاش برای افزایش ظرفیت‌های خود در این حوزه است.
از آن زمان، بدون تبلیغات و هیاهوی زیاد، چین پلتفرمی را ایجاد کرده که هدف آن تسهیل استقرار فناوری بلاک‌چین برای شرکت‌هاست. این پلتفرم شبکه خدمات مبتنی بر بلاک‌چین (BSN) نامیده می‌شود.
پاول تریلو، رییس بخش سیاست‌های فناوری در شرکت مشاوره آلبرایت استونبریج می‌گوید که فناوری بلاک‌چین به طور کلی برای چین بسیار مهم است، زیرا مقامات دولتی، آن را به‌عنوان یک مانع کم‌اهمیت برای ورود به بخش فناوری می‌دانند و از شرکت‌های چینی می‌خواهند که از برنامه‌های بلاک‌چین برای حل مشکل دنیای واقعی استفاده کنند.
هدف محصول شبکه خدمات مبتنی بر بلاک‌چین (BSN) کشور چین، شرکت‌هایی است که زیرساخت‌های رایانش ابری را اداره می‌کنند. این خدمات می‌تواند یک پخش‌کننده ابر عمومی بزرگ مانند آمازون یا مایکروسافت یا شرکتی که ابر یا اینترانت خصوصی خود را اجرا می‌کند، باشد.
بیشتر بخوانید:

تلاش آمریکا برای مسدودسازی دسترسی چین به اطلاعات شهروندان آمریکایی

در چند سال گذشته، ایالات‌متحده و چین درگیر یک رقابت فنی شدید بوده‌اند. در همین راستا چین بر فناوری‌هایی نظیر محاسبات کوانتومی و نیمه‌رساناها که آن را خط مقدم فناوری‌ها می‌داند تمرکز کرده است. بلاک‌چین یکی دیگر از این حوزه‌های مهم است.
تریلو می‌افزاید که از جمله دلایل مهم توسعه شبکه خدمات بلاک‌چین بومی شامل مواردی چون حمایت از توسعه اکوسیستم‌های بلاک‌چین بر اساس شرایط خاص خود کشور و یا تسهیل رویکردهای نظارتی در حوزه‌های قضایی مختلف است.",['فناوری اطلاعات']
368,دوشنبه ۲۶ اردیبهشت ۱۴۰۱ - ۰۹:۴۷,بیت‌کوین آینده‌ای ندارد | عقیده نگران‌کننده مدیرعامل یک صرافی دیجیتال,«سام بنکمن-فرید» بنیانگذار صرافی دیجیتال FTX در یک اظهارنظر صریح گفت که بیت‌کوین آینده‌ای ندارد.,"به گزارش همشهری آنلاین و به نقل از روزنامه فایننشال تایمز، بنیانگذار و مدیرعامل صرافی دیجیتال  FTX امروز (دوشنبه) گفت که بیت‌کوین به عنوان یک شبکه پرداخت آینده‌ای ندارد و از ارز دیجیتال به دلیل ناکارآمدی و هزینه‌های زیست‌محیطی بالای آن انتقاد کرد.
در گزارش این روزنامه به نقل از بنکمن-فرید نوشته است: «شبکه بیت‌کوین یک شبکه پرداخت و یا یک شبکه مقیاس‌پذیر نیست.»
بیت‌کوین، بزرگ‌ترین ارز دیجیتال جهان، هفته گذشته پس از سقوط TerraUSD، به اصطلاح استیبل‌کوین، به پایین‌ترین حد خود از دسامبر ۲۰۲۰ رسیده است.
بیشتر بخوانید:

شیبا اینو با وجود ضرر همچنان محبوب است | رمزارز مورد حمایت ایلان ماسک مجددا صعود خواهد کرد؟

فاصله گرفتن این رمزارز و البته بسیاری دیگر از ارزهای دیجیتال از قیمت‌های اوج خود، نگرانی فراوانی را نزد دارندگان به‌وجود آورده است.",['فناوری اطلاعات']
369,دوشنبه ۲۶ اردیبهشت ۱۴۰۱ - ۰۷:۱۸,مانیتور جدید HP با قابلیت مخصوص اپل | وب‌کمی که با حرکت شما خودش را تنظیم می‌کند,شرکت HP اعلام کرده نمایشگر جدیدش را مجهز به وب‌کم چرخشی خواهد کرد که می‌تواند حرکات شما را دنبال کند.,"به گزارش همشهری آنلاین و به نقل از وب‌سایت ورج، وب‌کم مانیتور جدید Z24m با قابلیت پاپ‌آپ می‌تواند حرکات صورت شما را در هنگام تماس‌های تصویری دنبال کند و همراه با حرکت شما زاویه دیدش را تغییر دهد. پیش از این شرکت اپل چنین قابلیتی را باعنوان Center Stage در مانیتورهای مدل Studio Display و برخی مدل‌های آی‌پاد ارائه کرده بود.
این مانیتور یک وب‌کم ۵ مگا پیکسلی در بالای خود دارد که می‌تواند با چرخیدن، شما را همواره در مرکز تصویر قرار دهد حتی اگر افراد دیگری نیز در پس‌زمینه حاضر باشند. به گفته یکی از سخنگویان شرکت اچ.پی می‌توان این وب‌کم را برای ردیابی سریع‌تر تنظیم کرد. این مانیتور را نمی‌توان از وب‌کم جدا کرد، اما می‌توان آن را به سمت پایین فشار داد تا از دید پنهان شود.
مانیتور Z24m همچنین دارای دو میکروفون حذف نویز و بلندگوهای دوگانه است که می‌تواند نیاز به استفاده از هدفون خارجی و میکروفون را برطرف کند.
این نمایشگر همچنین از قابلیت قفل خودکار و بیدار شدن پشتیبانی می‌کند. این ویژگی از یک حسگر برای تشخیص اینکه چه زمانی در مقابل صفحه هستید استفاده می‌کند. اگر این ویژگی را فعال کنید، مانیتور به طور خودکار در هنگام دور شدن شما قفل می‌شود و وقتی برگشتید دوباره روشن خواهد شد.
بیشتر بخوانید:

پورت USB-C برای آیفون‌های آینده | اپل تسلیم اتحادیه اروپا شد

مشخص نیست در مقایسه با مانیتور Studio Display شرکت اپل که از یادگیری ماشین (یکی از فناوری‌های هوش مصنوعی) استفاده می‌کند، شرکت اچ.پی دقیقا وب‌کم چرخشی خود را با چه جزییاتی ارائه خواهد کرد.
تخمین زده می‌شود قیمت مانیتور Z24m در مقایسه با نمونه مشابه شرکت اپل ارزان‌تر باشد. این مانیتور ژوئیه (تیر-مرداد) امسال به بازار خواهد آمد.",['فناوری اطلاعات']
