,x,y,z,labels
154,-5.4995193,3.892171,-1.8348277,7
155,-8.844279,-5.610551,5.863094,2
156,-2.018369,-9.145864,-8.4258585,5
157,-9.748058,-3.234091,5.992317,2
158,-6.515155,4.8364553,-5.28518,7
159,-10.60938,2.101953,-5.2732315,5
160,5.508918,1.1683758,-8.290033,5
161,-10.215502,-1.3828576,-5.1740203,5
162,-8.451142,-1.3296282,1.4001006,2
163,-14.063677,-4.505372,6.266394,2
164,-10.994906,-4.7732043,2.226766,2
165,5.3832517,-1.6777757,-9.382716,5
166,-9.555752,0.11022257,-9.673018,5
167,-14.186271,-4.469578,3.7519593,2
168,-8.723835,-4.1289053,-8.752271,5
169,-7.469597,2.2152548,-0.98851234,7
170,-11.591836,-6.3092456,3.8457267,2
171,5.706706,-1.5359951,-3.873093,5
172,-15.59687,-5.025518,2.2883015,2
173,-5.143157,3.7616708,10.028461,2
174,-10.936629,-6.2451477,0.903269,2
175,-4.9784975,-0.57935166,-5.746669,5
176,-6.1155076,-12.111355,-2.811388,5
177,-0.40200296,2.0244427,4.153555,0
178,-11.613546,-6.6935606,3.827649,2
179,0.30369112,0.81512344,-3.0720613,3
180,-9.814876,7.154619,-4.9031906,7
181,-9.832846,6.7169547,-6.0298357,7
182,-9.834496,-5.08018,4.6193843,2
183,-12.540377,0.7634845,6.6224294,2
184,-2.0512064,-1.8638175,6.0825176,2
185,-14.268334,-5.974938,5.5163455,2
186,-11.770593,-5.000945,10.695221,2
187,-6.692928,-2.9885502,-2.0163584,3
188,-3.7630706,-12.171949,-7.2826705,5
189,-7.7813425,-1.5104178,6.454364,2
190,-14.207337,-5.0137253,4.957859,2
191,-9.659112,6.8024383,-5.694846,7
192,10.831691,-1.3987448,-1.5842294,8
193,-10.73404,0.45320717,5.343945,2
194,-10.935791,-6.12134,1.1814386,2
195,-0.569952,-4.4708543,7.0324316,2
196,-11.869325,-5.3075137,4.069705,2
197,0.3135507,-7.794212,-6.337867,5
198,-8.210294,-2.0782883,-4.6696095,5
199,-9.746673,6.717936,-4.3931856,2
200,2.784362,-9.904579,-10.572852,3
201,-8.419523,0.37060535,5.9586883,2
202,-10.648772,7.5720744,-4.889431,5
203,7.499887,3.238216,-13.95752,5
204,-10.176026,-4.455419,4.2259526,2
205,-1.9841498,-9.160383,-8.342621,5
206,-7.627745,-1.7198794,0.43746772,2
207,-10.291105,1.3169239,-1.8126658,2
208,-13.795464,-5.552719,4.7347164,2
209,-6.2529545,-1.1482464,-1.7900012,5
210,15.575409,-2.3278825,-9.536433,8
211,-7.824113,-11.542465,-10.816352,6
212,-5.084781,-1.2932163,-5.405257,5
213,-4.254587,2.0738695,5.8938794,2
214,-14.06597,-5.346947,5.435306,2
215,-7.201319,-7.959512,-8.087427,5
216,0.2673536,0.7794497,-3.1573343,3
217,-12.294172,-1.3306657,4.9816194,2
218,-9.748574,-4.022276,1.8926165,2
219,6.593891,-0.9565347,-9.648031,5
220,-12.611353,-4.3726654,1.0112867,2
221,-14.408817,-5.1222506,3.2517612,2
222,-9.130422,1.5236393,-4.886679,5
223,-2.0384502,-2.0258806,6.0926876,2
224,-12.050495,-2.9824843,5.6945724,2
225,-9.914925,-3.3920422,3.9874187,2
226,-5.630932,-13.218334,-3.5987282,5
227,-10.88571,-1.9283417,5.681884,2
228,-14.602791,-5.021529,4.467587,2
229,-6.4047494,-1.7620527,8.850528,2
230,-9.32484,-3.3651583,-7.133619,5
231,-7.301787,8.281944,-5.9026823,7
232,-4.8396277,-10.75888,-6.1535134,5
233,-7.4307146,3.3500383,-4.272819,5
234,-11.980262,1.1857299,-5.3320637,2
235,-9.341179,0.33430377,-3.3694804,5
236,-9.810587,1.206473,-2.0112479,2
237,-10.634344,-5.2457433,-0.38555744,5
238,-5.673832,3.2055624,-5.3949165,5
239,-12.563637,-3.1198235,2.5256689,2
240,-10.674066,0.9761343,5.1064,2
241,-5.6364756,-5.353383,-0.41631925,5
242,-8.240673,6.180817,-7.725692,7
243,-8.5294,0.7863176,-1.6218432,7
244,-2.8320801,-6.4887023,-4.8320117,5
245,5.5509086,-2.4737542,-11.963864,5
246,-9.201606,0.96838623,-5.979119,5
247,-3.794944,-2.5019789,-10.1105585,5
248,-3.27573,11.868908,6.952641,7
249,-6.272878,-1.7080623,-1.3921479,3
250,-10.73979,-5.495163,2.0233126,2
251,-6.967929,-0.53713006,7.3936276,2
252,4.757265,-4.704142,-7.408305,2
253,-10.6044655,-2.0538268,-8.067875,5
254,-9.234627,-3.3122232,-6.082002,5
255,-5.958905,-2.6774344,8.751365,2
256,-13.246602,-3.5391622,0.7908209,2
257,-12.140949,-4.2735295,3.721776,2
258,-8.86561,-0.1082061,-4.992922,5
259,-9.878362,6.5344396,-4.217699,2
260,-11.359626,-1.337657,-9.69335,5
261,-12.366798,-3.1108236,9.274598,2
262,-12.365513,-3.079258,2.3853815,2
263,-15.128355,-6.8023324,5.954371,2
264,-5.767565,-7.295419,5.565716,2
265,-12.708075,-5.080844,3.256617,2
266,-9.113489,-4.6800113,8.944705,2
267,-11.305823,1.9722587,-3.8040073,7
268,5.5914536,-1.5012568,-4.441129,5
269,-7.6670403,1.5066139,-1.5835905,7
270,-5.742554,-1.9920028,-0.5544061,3
271,-7.6061697,-3.0914745,-8.618454,5
272,-7.5384955,4.041622,-1.8370959,7
273,-12.988664,-3.0635304,11.556029,2
274,-8.825301,9.1442795,-7.2523904,3
275,-9.3098345,0.44577488,-1.4070413,2
276,-9.240355,1.2063277,-6.158788,5
277,-9.525482,-0.17181978,-11.494322,5
278,-0.9928271,-6.345802,-0.937391,5
279,-15.697101,-5.5340304,3.944083,2
280,-14.280391,-6.7939816,3.6395702,2
281,-4.8718634,0.3755825,-5.74962,5
282,-11.772248,-6.76489,4.311528,2
283,-9.195127,1.1955293,-4.939108,5
284,-15.118266,-5.1134515,4.3624005,2
285,-6.2625,3.1806154,-3.3548858,5
286,-17.262508,-5.7230806,3.3783295,2
287,-7.3174,1.4718802,-2.2609947,7
288,-0.51162785,-7.8885207,-11.814937,3
289,-3.5323164,2.5485108,2.6885695,2
290,-10.9347105,-3.2979414,5.757564,2
291,-7.9656944,6.3426995,-7.702592,7
292,-7.7064085,-3.3294718,-4.9297013,5
293,14.007098,-0.6704327,-13.071669,5
294,-6.1760626,4.7389565,-0.54120576,7
295,-6.6454144,-2.1194758,-3.5938249,5
296,-12.287095,-4.5497417,5.3069124,2
297,-11.257922,2.480384,-5.2839365,7
298,-3.76703,2.514174,8.00815,2
299,-11.455751,-1.2419202,-4.2271714,5
300,-10.325614,7.565929,-4.7643676,7
301,4.768624,0.83749634,-9.095049,5
302,-14.574362,-4.5139384,3.2625585,2
303,-11.774539,1.1052747,3.0155215,2
304,-4.8695116,6.854371,-5.706222,7
305,-2.1428866,1.8121771,6.372696,0
306,-3.2905452,6.1912336,-3.4642236,7
307,-6.5371447,-6.0588856,5.900108,2
308,-14.2220745,-3.125227,0.44637933,2
309,-12.774381,-5.0105805,2.4845495,2
310,-7.202716,7.9451084,-4.834254,7
311,5.986834,0.67656344,-6.9764743,5
312,-13.905282,-5.015163,5.3691053,2
313,-6.2703967,5.843297,-7.6773257,5
314,3.108235,-11.461759,-9.837089,6
315,-15.620375,-4.58082,5.8555207,2
316,-7.9783163,2.0691345,-3.6424026,5
317,-9.150734,-3.3101425,-7.8238273,5
318,14.233762,-0.7259098,-13.389176,8
319,-5.815693,-9.349563,5.068463,0
320,-8.40576,1.4953349,-4.3909235,5
321,5.268674,-6.7600417,1.7001984,0
322,-7.930734,4.113717,-3.2281375,2
323,14.504832,-0.6629799,-13.573123,8
324,-6.9728956,1.4551806,-1.9249766,7
325,9.205193,0.6453059,-7.971557,5
326,-7.7824283,1.7182467,-4.5301356,5
327,-13.293953,-3.6078959,0.45980665,2
328,-3.8213878,1.3924354,-9.544965,5
329,-3.4709435,-9.98448,-5.9155445,5
330,-6.8992157,4.0060077,-3.749194,5
331,-6.177867,5.041517,-3.6982956,7
332,-11.710155,2.1332488,-3.6553998,7
333,-6.688639,-2.2356405,-3.7412314,5
334,-7.5353017,-3.1135066,-8.585688,5
335,-6.537857,-9.428565,-8.950399,5
336,-10.600087,-2.3471594,-8.942402,5
337,-2.4506412,-8.007829,6.1902657,2
338,-10.063333,-6.1723576,3.032997,2
339,-8.252454,-11.056134,-11.343969,6
340,0.15121135,0.8885711,-2.7871294,3
341,-11.9626465,1.1114868,6.857238,2
342,2.8502088,-11.34837,-9.84863,6
343,-3.759099,-0.75469995,-3.9791172,5
344,-15.927085,-5.1682496,4.186461,2
345,-13.107476,-6.1800065,4.2605834,2
346,-5.619237,0.24924183,2.1325748,2
347,-10.279033,2.556455,-5.2089086,7
348,-10.878192,-1.8424038,-9.465942,5
349,-8.740621,7.3098454,-5.0643616,7
350,-8.501836,-0.7197009,-4.6878448,5
351,-13.138022,-3.4386215,1.5601699,2
352,-4.708813,-13.131197,-7.90115,6
353,-11.483875,-6.1215687,3.910115,2
354,-12.035611,-0.33080003,-4.388743,2
355,-8.892331,-3.3120518,6.859467,2
356,-16.603786,-4.793362,3.9030976,2
357,-11.291414,2.8831272,-8.933243,5
358,-10.999334,-0.9279998,-5.2021937,5
359,-5.2383385,4.130643,-1.8944968,7
360,-8.420055,-4.765333,-5.45479,5
361,-11.60617,-0.01991292,-5.2812314,5
362,-9.850545,-0.17025183,6.2921395,2
363,-8.049089,3.0577652,-5.6856585,5
364,-9.925868,-4.6807866,4.889043,2
365,-16.417852,-5.8105044,3.991717,2
366,-6.7477727,-0.5704837,6.712355,2
367,-7.626201,1.7513192,-3.2490435,5
368,-15.0796795,-3.7764397,3.8954673,2
369,-12.473121,-2.7218478,8.672124,2
370,-7.989244,4.21385,-4.8211484,5
371,-7.224367,2.639713,-4.051225,5
372,-11.105912,-0.584686,-5.6414742,5
373,-4.9800406,-0.1560093,-5.8693967,5
374,-6.973871,-0.78886974,7.0805306,2
375,-4.1582813,-10.809414,-6.2586865,5
376,6.0581264,2.9946322,-8.100993,5
377,-14.34174,-5.1560755,5.776478,2
378,-9.201453,1.4862567,-0.95650625,2
379,-4.3834553,0.41074914,2.4009333,2
380,7.2251635,-0.13743593,-9.7516575,5
381,-9.708143,0.6518794,-6.949097,5
382,-7.832759,-1.9518523,-0.3132484,5
383,-11.517435,-5.692466,3.652406,2
384,-9.259815,0.9388842,-2.8344927,5
385,10.334313,-2.035945,-9.555413,8
386,-13.174055,-5.833928,3.1701639,2
387,-7.647594,-4.378358,2.3321881,3
388,-14.614208,-6.2753,3.588547,2
389,-11.21338,-4.283121,4.991401,2
390,-16.3576,-5.41719,4.1470175,2
391,1.0205877,-8.695863,-6.8958793,5
392,-7.9196105,-3.7749705,-8.708123,5
393,-8.790999,6.222272,-3.3558662,7
394,-10.18121,7.6549826,-4.5153756,7
395,-10.938384,-4.7957587,2.2669985,2
396,-2.5348415,-5.1026063,-9.251905,5
397,-9.487069,0.8041915,-4.4445066,5
398,-12.515544,-7.2487464,4.1479926,2
399,-8.663938,1.9409351,-1.3267289,7
400,-3.592661,-4.1127563,6.8828216,2
401,0.6458328,2.393655,4.412275,0
402,-6.390966,-3.3003898,12.763063,2
403,-10.017194,0.7996562,8.181266,2
404,-9.69981,-7.061193,9.490206,2
405,-10.450415,-6.984439,13.287826,2
406,-2.8088813,4.349671,6.3097086,7
407,-6.771266,-1.8920171,0.4706171,2
408,-10.948502,-6.5152283,0.55770564,5
409,-1.9403219,-8.702398,6.5385017,2
410,-3.1262708,-2.7003458,1.5294874,0
411,-2.0763543,-2.5267506,11.695983,0
412,-2.1258335,1.9023346,2.5035148,2
413,-10.240037,1.0463119,7.479755,2
414,-9.349109,-3.0474653,11.525999,2
415,-4.9199567,-5.2395387,12.221725,2
416,-8.348748,-3.2795134,10.338295,2
417,-9.975381,-3.5367758,14.690948,2
418,-7.580987,-9.200222,8.082606,2
419,12.752693,-0.18492381,-11.645666,8
420,-6.1952596,-8.723494,5.7286363,2
421,-6.597565,-3.8887038,12.976316,2
422,2.9502678,6.6337123,2.423551,7
423,-3.5714605,-3.2810266,10.165398,2
424,-4.787553,-2.8532867,12.976501,2
425,-1.9661211,2.714534,4.3873825,0
426,-1.5826802,-11.420483,6.571427,0
427,0.58935535,-6.3058176,4.8761983,0
428,13.599236,-3.6416986,-8.023418,8
429,-2.6439397,4.764656,4.9317956,7
430,7.9310927,-0.9566072,4.2857738,0
431,-2.5161657,4.6857624,5.0432186,7
432,-2.0051436,-0.6687833,2.3907838,0
433,-3.2812362,1.7615781,6.61957,2
434,-10.765674,-4.08207,8.208619,2
435,-6.61992,1.3341687,4.3904295,2
436,-6.3424644,-2.41733,11.501293,2
437,-8.05867,-9.376857,8.072771,2
438,-7.45883,-6.559437,3.8646066,2
439,-4.41351,2.1768355,9.115219,2
440,-7.031453,-0.851017,5.693279,2
441,-9.717504,-4.766174,5.558271,2
442,1.6893157,-0.54862934,-3.7229238,3
443,-6.4850783,-2.5327325,13.89408,2
444,-9.235262,-5.1370893,9.028983,2
445,-2.1392224,-2.7027493,6.5583,2
446,-11.07618,-4.010957,13.952455,2
447,16.77329,-1.8155184,-9.760521,8
448,-7.959566,-5.1961,12.13291,2
449,-6.298118,-3.2620397,12.00221,2
450,-12.538841,-5.107935,12.045676,2
451,-2.8410988,-1.6821284,1.6482339,2
452,-8.578337,-7.8078423,6.4256215,2
453,-7.388501,7.5678444,-5.374386,7
454,-12.260433,-4.253023,11.532472,2
455,-1.4369476,-3.7941678,7.1943345,0
456,12.825574,-2.1916792,-5.05773,8
457,-2.423844,-13.103178,-1.5517372,2
458,-7.7028275,-6.083012,4.7788587,2
459,-4.2333193,-5.634542,10.280911,2
460,-9.273638,-5.1498575,8.769192,2
461,-0.7491143,-13.019861,3.368386,0
462,-9.517403,-6.9182096,9.179924,2
463,-10.243391,-7.4069,12.895242,2
464,-10.614432,1.9464022,7.121938,2
465,-3.029913,3.173149,3.134043,7
466,-9.063492,-0.89937407,1.8321598,2
467,-12.192268,-4.6793065,12.833772,2
468,-8.1549425,-5.5137515,12.945571,2
469,-8.063657,-3.2227044,4.509671,2
470,-11.921227,-0.9557931,5.9121447,2
471,-10.646835,-6.049798,12.489316,2
472,-9.13792,0.33793557,8.4460945,2
473,0.001818243,-1.0428544,2.045208,8
474,-2.5014026,2.5839982,4.1496806,0
475,-7.5002017,-4.722266,8.641197,2
476,-6.8400393,-6.489335,13.82638,2
477,-11.757415,-5.1347847,10.531334,2
478,-9.895032,-0.39937785,5.1444397,2
479,-7.393819,-4.266247,13.433543,2
480,-11.371967,0.86762017,4.2876,2
481,11.246205,-6.485042,-6.1584234,8
482,-6.900218,-0.6812434,7.3042207,2
483,-3.7405367,1.5171239,3.2618134,7
484,-7.148326,-9.619707,8.551004,2
485,-9.416269,-6.9113755,14.212855,2
486,-3.1929972,3.1655369,3.2545042,7
487,-7.5352693,-1.3053538,6.15301,2
488,-10.83249,2.4313898,7.0093837,2
489,-6.407333,-4.2364573,14.04931,2
490,-5.0932784,-5.0981593,13.9369,2
491,-11.959544,-5.2489834,12.770693,2
492,3.2426238,3.6352522,4.6794567,3
493,-8.192221,0.021870686,6.3025117,2
494,11.363557,-4.493926,-8.660345,8
495,-4.075615,-4.226885,11.692852,2
496,-10.049869,-3.8835323,12.144696,2
497,-5.0237527,-1.3649615,5.002432,2
498,-5.044746,-4.35899,9.718787,2
499,-2.7894924,-3.853556,7.241568,2
500,-7.2625175,-3.3053982,4.5510297,2
501,-8.656011,-6.1644053,13.257394,2
502,-5.401478,3.5579634,8.872617,2
503,-5.4485083,3.5799894,8.793881,2
504,0.37365857,-1.6673886,10.307694,3
505,-9.944061,-6.3895726,11.86603,2
506,0.46706927,-13.079344,2.4096124,0
507,-3.0641088,-3.0967107,1.4227059,0
508,-8.146897,-0.00053004303,6.431773,2
509,-7.013295,-5.327848,9.5299225,2
510,3.1298945,7.064703,-0.30417553,7
511,-6.3986306,-1.367567,12.909533,2
512,-4.683208,-4.1999755,11.218926,2
513,9.373953,1.579748,-1.8868384,2
514,15.409003,-3.867421,-10.326281,8
515,-2.191974,1.9869667,6.97817,0
516,-11.847364,-6.8003683,12.139904,2
517,5.6701665,-1.5123188,-4.1048536,5
518,-5.507606,-4.203934,14.301244,2
519,-9.613792,-4.814252,5.6423993,2
520,-10.363054,-4.3381815,11.849343,2
521,-8.410425,-7.0387297,5.698538,2
522,-8.906688,-5.40874,13.734178,2
523,-12.164823,-4.4758463,12.12519,2
524,5.5194983,1.9814641,4.4287667,0
525,-5.461928,-0.7375484,7.321618,2
526,-10.824327,-4.8897486,13.98899,2
527,-12.110937,-3.8630185,10.856708,2
528,-6.1856666,-3.6923218,13.676242,2
529,-10.699856,-5.553871,14.545437,2
530,-9.572489,-7.6514587,9.161263,2
531,-7.3673,-4.677405,10.901525,2
532,0.63830566,0.51522654,-3.3230715,3
533,-5.378576,-1.4131199,4.9482107,0
534,-7.331383,-4.1668634,14.542755,2
535,-6.856534,0.77198553,2.309755,2
536,-3.5029645,5.100556,4.8619027,8
537,-2.7861035,-0.5997811,6.5086975,2
538,-3.5682828,-4.115391,6.896594,2
539,-11.302597,1.2901163,7.0084953,2
540,-8.610021,-6.4149365,10.598473,2
541,-11.099481,-0.46981964,6.2353535,2
542,-6.540883,-3.2660935,13.272988,2
543,-8.558086,-2.4263558,3.824798,2
544,-0.88249797,12.2254095,10.937364,9
545,-12.343545,-0.8945414,4.06899,2
546,-10.960228,-3.4237792,12.271537,2
547,-4.9946327,-5.0869637,12.180707,2
548,-8.294558,-4.863455,5.5844016,2
549,-4.614538,-10.684103,8.850163,2
550,17.34115,-2.985002,-6.296479,8
551,-4.576669,3.064045,3.6334136,7
552,-9.731421,-0.5710594,2.2278228,2
553,-3.217997,-2.7396793,1.5541844,2
554,-5.749792,-6.314934,9.887096,2
555,-9.108737,-1.8434699,5.0370154,2
556,-2.1666272,-1.0251195,6.45381,2
557,-8.583011,-0.12797134,3.6017911,2
558,-10.367614,-0.1308592,2.4594889,2
559,-10.275591,-5.235341,11.795043,2
560,-2.7220287,-3.020992,10.118972,2
561,12.591509,-7.3516736,-11.734126,6
562,-6.46871,0.6424904,3.0284855,2
563,-9.782377,-5.472262,13.026786,2
564,-12.379981,-6.440295,13.040432,2
565,-13.112632,-5.378869,12.109865,2
566,-3.2690356,1.7211769,6.5970635,2
567,-4.15217,0.06606551,4.9077897,2
568,2.2168741,-2.4105814,9.48817,0
569,-5.8283954,-2.9045937,12.932326,2
570,-3.529768,-2.1959674,12.694408,3
571,-11.055281,-4.3406944,13.02711,2
572,-6.5079856,-2.1691294,5.500298,2
573,-7.8909945,-0.27292055,6.4792786,2
574,-10.4183235,-5.6909094,12.728069,2
575,-4.260395,1.3324583,8.722378,2
576,-11.00306,-3.3322475,5.6089983,2
577,-2.1088567,-0.47282994,2.1667876,3
578,-10.536097,-4.8018017,14.105568,2
579,-1.8787019,-5.219819,4.551091,2
580,-4.2606196,4.224029,5.52463,2
581,-2.4625278,0.6352208,-2.402149,2
582,-5.5010486,2.300029,5.7762103,2
583,5.2637596,2.4299977,5.8339562,0
584,-10.17673,-6.346341,11.965143,2
585,-7.859116,-4.995235,9.258112,2
586,-5.027105,-4.34837,13.895155,2
587,-7.9052997,-9.554938,7.541541,2
588,-5.213649,3.910745,9.820124,2
589,-5.840787,-6.2240386,9.824384,2
590,-3.203921,-3.1301591,10.169647,2
591,-4.120311,2.8890312,8.392877,2
592,-11.411661,-0.7798819,6.665395,2
593,-8.53797,-7.6062202,6.398835,2
594,-0.79938304,11.982191,9.723233,0
595,-4.8379426,-5.0807104,12.197526,2
596,-1.8743349,-3.3332512,7.0447907,0
597,-10.169041,0.9859563,7.5163474,2
598,-6.745569,3.3893797,3.8853252,2
599,-11.455832,-6.8294125,11.505692,2
600,-9.97958,-7.2214437,10.809783,2
601,-11.158862,-6.1612897,12.590548,2
602,-9.396491,-5.059021,8.249484,2
603,-7.506144,-2.502306,11.083369,2
604,-12.399829,0.020913305,7.385992,2
605,-7.187805,-8.822919,8.38704,2
606,-7.5966897,-8.435788,7.778869,2
607,10.794692,-1.5701195,3.7485046,0
608,-7.216901,-9.17685,6.852532,2
609,-9.861376,-5.053479,12.248694,2
610,-11.849956,-4.9595385,10.876595,2
611,-6.179231,-7.217285,9.813123,2
612,16.428314,-3.9352999,-10.816911,8
613,-10.219875,-5.435902,10.135879,2
614,-6.6759458,-1.5194759,6.382218,2
615,-2.9655278,-10.786357,5.718422,2
616,-3.7270133,3.2608943,7.6380095,2
617,-4.5505915,0.49826014,5.0570364,2
618,-5.605312,-4.7003765,13.139676,2
619,14.824482,-3.2781372,-5.2867055,8
620,-1.1973672,-4.0151143,7.194214,0
621,-9.964911,1.4655044,5.61075,2
622,-2.2369974,-3.0303361,6.763169,2
623,-8.281894,-4.8116446,12.066461,2
